Perovskite_composition_a_ions,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions,Perovskite_composition_c_ions_coefficients
FA; MA,0.84; 0.16,Pb,1,Br; I,0.5; 1.5
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.02; 0.95; 0.03,Pb,1,Br; I,0.09; 2.91
Cs; FA; MA,0.02; 0.95; 0.03,Pb,1,Br; I,0.09; 2.91
Cs; FA; MA,0.02; 0.95; 0.03,Pb,1,Br; I,0.09; 2.91
FA; MA,0.5; 0.5,Pb,1,I,3
FA; MA,0.5; 0.5,Pb,1,I,3
FA; MA,0.5; 0.5,Pb,1,I,3
FA; MA,0.5; 0.5,Pb,1,I,3
FA; MA,0.5; 0.5,Pb,1,I,3
FA; MA,0.5; 0.5,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.04; 0.81; 0.14,Pb,1,Br; I,0.43; 2.57
Cs; FA; MA,0.04; 0.81; 0.14,Pb,1,Br; I,0.43; 2.57
Cs; FA; MA,0.04; 0.81; 0.14,Pb,1,Br; I,0.43; 2.57
Cs; FA; MA,0.04; 0.81; 0.14,Pb,1,Br; I,0.43; 2.57
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.45; 2.55
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.45; 2.55
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.45; 2.55
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.45; 2.55
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,3,Bi,2,I,9
MA,3,Bi,2,I,9
MA,1,Sn,1,Cl,3
MA,1,Al,,Cl,4
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA; MA,0.79; 0.21,Pb,1,I,3
FA; MA,0.59; 0.41,Pb,1,I,3
FA; MA,0.37; 0.63,Pb,1,I,3
FA; MA,0.26; 0.74,Pb,1,I,3
MA,1,Pb,1,I,3
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs,3,Sb,2,I,9
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.54; 2.46
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,3,Sb,2,I,9
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,Br; Cl,0.6; 2.4
MA,1,Pb,1,Cl,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.9; 0.1,Pb,1,Br; I,0.1; 2.9
FA; MA,0.9; 0.1,Pb,1,Br; I,0.1; 2.9
FA; MA,0.9; 0.1,Pb,1,Br; I,0.1; 2.9
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
FA; MA,0.83; 0.17,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,Br,3
MA,1,Pb,1,Br; I,1.16; 1.74
MA,1,Pb,1,Br; I,1; 2
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,Br; I,0.4; 2.6
MA,1,Pb,1,Br; I,0.4; 2.6
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
FA; MA,0.85; 0.15,Pb,1,Br; I,0.45; 2.55
FA; MA,0.85; 0.15,Pb,1,Br; I,0.45; 2.55
Cs; FA; MA,0.05; 0.85; 0.1,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.85; 0.1,Pb,1,Br; I,0.3; 2.7
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
Cs; FA,0.125; 0.875,Pb,1,Br; I,0.375; 2.625
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.80; 0.15,Pb,1,Br; I,0.33; 2.67
(BzDA); Cs; FA; MA,1; 0.45; 7.2; 1.35,Pb,10,Br; I,2.17; 28.83
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA,1,Pb,1,I,3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA | Cs,1 | 1,Pb | Pb,1 | 1,I | Br,3 | 3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.83; 0.17,Pb,1,Br; I,0.5; 2.5
FA; MA,0.83; 0.17,Pb,1,Br; I,0.5; 2.5
FA; MA,0.83; 0.17,Pb,1,Br; I,0.5; 2.5
FA; MA,0.83; 0.17,Pb,1,Br; I,0.5; 2.5
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.85; 0.15,Pb,,Br; I,0.45; 2.55
FA; MA,0.85; 0.15,Pb,,Br; I,0.45; 2.55
FA; MA,0.85; 0.15,Pb,,Br; I,0.45; 2.55
(DAP),1,Pb,1,I,4
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.75; 0.25,Sn,1,I,3
FA; MA,0.75; 0.25,Sn,1,I,3
Cs,1,Pb,1,I,3
Cs,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA | BA,1 | 1,Pb | Pb,1 | 1,I | I,3 | 4
Cs,1,Pb,1,Br; I,1; 2
Cs,1,Pb,1,Br; I,1; 2
Cs,1,Pb,1,Br; I,1; 2
Cs,1,Pb,1,Br; I,1; 2
Cs,1,Pb,1,Br; I,1; 2
Cs,1,Pb,1,Br; I,1; 2
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,I,3
FA; MA,0.83; 0.17,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.3; 2.7
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.06; 0.79; 0.15,Pb,1,Br; I,0.45; 2.55
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
FA; MA,0.95; 0.05,Pb,1,Br; I,0.15; 2.85
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
MA,1,Pb,1,Br,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,I,3
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.79; 0.16,Pb,1,Br; I,0.51; 2.49
FA; MA,0.1; 0.9,Pb,1,I,3
FA; MA | TA,0.1; 0.9 | 1,Pb | Pb,1 | 1,I | I,3 | 3
FA; MA | TA,0.1; 0.9 | 1,Pb | Pb,1 | 1,I | I,3 | 3
FA; MA | TA,0.1; 0.9 | 1,Pb | Pb,1 | 1,I | I,3 | 3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
Cs; FA; MA,0.05; 0.7885; 0.1615,Pb,1,Br; I,0.51; 2.49
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb; Sn,0.85; 0.15,I,3
MA,1,Pb; Sn,0.75; 0.25,I,3
MA,1,Pb; Sn,0.65; 0.35,I,3
MA,1,Sn,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.04; 0.82; 0.14,Pb,1,Br; I,0.42; 2.58
Cs; FA; MA,0.04; 0.82; 0.14,Pb,1,Br; I,0.42; 2.58
Cs; FA; MA,0.04; 0.82; 0.14,Pb,1,Br; I,0.42; 2.58
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA,1,Sn,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
Cs; FA; MA,0.1; 0.75; 0.15,Pb,1,Br; I,0.45; 2.55
Cs; FA; MA,0.1; 0.75; 0.15,Pb,1,Br; I,0.45; 2.55
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
MA,1,Pb,1,I,3
FA; MA,0.85; 0.15,Pb,1,Br; I,0.45; 2.55
FA; MA,0.85; 0.15,Pb,1,Br; I,0.45; 2.55
MA,1,Pb,1,Br; I,1; 2
MA,1,Pb,1,Br; I,1; 2
MA,1,Pb,1,Br; I,1; 2
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
FA,1,Pb,1,I,3
MA,1,Pb,1,I,3
